,rc_num,rc_name,rc_view,rc_rec,rc_scrap,rc_type,rc_sit,rc_sort,rc_nick,rc_info,rc_ing,rc_diff,rc_time
2250,6070289,사과당근비트주스,80875,17,363,기타,간식,과일류,차/음료/술,맛도 좋으면서 건강에도 좋은 비트주스를 알려 드릴게요.. 엄밀한 말하면 사과당근 비트 주스입니다.,[재료] 사과 1개| 당근 1개| 비트 1/4개,아무나,10분이내
2251,6072056,오징어쫄면볶음,16074,13,590,볶음,일상,가공식품류,면/만두,오징어랑 양배추랑 넣어 달달 볶아냈더니만 너무 너무 맛있어요. 착착 감기면서 쫄깃한 쫄면특유의 식감에 입 맛 제대로 돌아요~,[재료] 오징어 1/4마리| 애호박 약간| 홍고추 1개| 양배추| 참깨 약간 | 올리브유 1큰술(식용유) [양념] 고추장 2/3큰술| 핫소스 1작은술| 참기름 1큰술| 올리고당 1큰술| 굴소스 1큰술| 맛술 1작은술| 다진마늘 1/2작은술| 후추가루 약간,초급,15분이내
2252,6078069,망고파르페,10504,9,180,기타,간식,과일류,차/음료/술,콩가루가 들어가 고소하고 달콤한 홈메이드 망고파르페~!,[재료] 씨리얼 30g| 플레인요플레 2큰술| 후르츠 약간| 생블루베리 약간(선택)| 얼린망고 30g| 아이스크림 2스쿱| 생크림 적당량| 콩가루 약간(선택),초급,15분이내
2253,6079327,우유팥빙수,13565,8,107,기타,간식,달걀/유제품,디저트,무더운 여름밤에 생각나는건 오로지 시원하고 차가운 음식들뿐.. 미리 얼려둔 우유 덕분에 시원한 여름밤을 보낼 수 있었던 우유 팥빙수를 올렸어요~~ 간단하고 맛있게 만들었으니 그냥 시원하게 먹기만 하면 되는 팥빙수랍니다~~,[재료] 후르츠칵테일| 팥| 절편| 얼린우유 1팩,초급,10분이내
2254,6086221,표고버섯볶음,69477,12,542,볶음,일상,버섯류,밑반찬,간단한 저녁반찬 표고버섯볶음입니다. 완전 몸에 좋은 반찬 10분안에 뚝딱 만들었네요~,[재료] 표고| 양파 [양념] 다진마늘| 간장| 올리고당| 올리브유 약간,초급,10분이내
2255,6088776,양파두부샐러드,51787,32,1367,기타,다이어트,채소류,샐러드, 더운 여름철 불없이 만드는 양파 발사믹 두부 샐러드입니다.,[재료] 연두부 1모| 어린잎채소 1줌| 방울토마토 4개 [양념] 양파 1개| 올리브유 3큰술| 간장 2큰술| 매실청 2큰술| 설탕 1작은술| 발사믹식초 1큰술| 발사믹크림,초급,10분이내
2256,6088910,채소오븐구이,33221,7,281,굽기,다이어트,채소류,디저트,집에 남는 자투리 채소를 이용한 채소오븐구이입니다.,[재료] 파프리카 2개| 마늘 4톨| 가지 1개| 토마토 [양념] 올리브오일 적당량 | 소금| 후추 약간 | 바질| 파슬리가루 약간 ,초급,10분이내
2257,6089410,쫄면,11342,8,319,비빔,일상,가공식품류,면/만두,요즘같이 더운 날에 입맛 없으시죠? 별미중의 별미 새콤달콤한 쫄면 어떠신가요? 쫄면 황금 레시피 지금 공개합니다~~,[재료] 쫄면사리 1인분| 상추| 깻잎 적당량| 빨강파프리카 1/2개| 노랑파프리카 1/2개| 당근 1/3개| 삶은달걀 1개 [양념] 참기름 1작은술| 고추장 2큰술| 매실청 2큰술| 고추가루 2큰술| 다진마늘 2작은술| 식초 2큰술| 들기름 2큰술| 통깨 1큰술,초급,30분이내
2258,6089496,고추참치전,31592,7,727,부침,일상,가공식품류,밑반찬,채소를 듬뿍넣은 매콤하게 부쳐낸 참치전입니다.,[재료] 참치 150g| 새송이버섯 1/2개| 다진당근 2Ts| 피망 1/2개| 양파 1/2개| 청양고추 1개| 부침가루 3Ts| 달걀 2개| 빵가루 2Ts| 포도씨유 적당량 [양념] 후춧가루 약간 | 소금 약간 ,초급,15분이내
2259,6089757,감자오뎅볶음,66475,13,1482,볶음,일상,채소류,밑반찬,여름반찬 만들기 감자오뎅볶음을 소개합니다.,[재료] 오뎅 4장| 감자 1개 [양념] 다진파| 고춧가루 1스푼 | 간장 3스푼| 물엿 1~2스푼 | 물 3스푼| 매실액기스 2스푼| 고추장 1스푼| 깨소금 약간| 다진마늘 1/2스푼| 미림 1스푼,초급,15분이내
2260,6091115,식빵과일말이,27046,6,276,기타,도시락,밀가루,디저트,색이 곱고 이색적인 맛의 식빵 과일말이입니다.,[재료] 바나나 1개| 딸기 3개| 계란 1개| 식빵 1조각,아무나,10분이내
2261,6091304,블루베리콤포트,11735,8,200,끓이기,일상,과일류,차/음료/술,알갱이가 그대로 남아있는 블루베리 콤포트,[재료] 블루베리 (생과 또는 냉동블루베리) 350g [양념] 설탕(흰 설탕 또는 황설탕) 150g,아무나,10분이내
2262,6093848,해물라면,15717,4,69,끓이기,일상,해물류,면/만두,해물만 들어가면 웬만한 라면은 다 맛있지요. 해물의 시원하고 감칠맛나는 국물맛이 정말 맛있는 해물라면입니다.,[재료] 라면| 낙지| 오만둥이| 파| 마늘,아무나,15분이내
2263,6093869,스크램블에그샌드위치,26791,7,290,기타,간식,밀가루,빵,한 끼 식사로 좋은 스크램블 에그 샌드위치입니다.,[재료] 달걀 2개| 모짜렐라치즈 조금| 우유 3큰술| 식빵 2장| 햄| 치즈 [양념] 소금| 기름,초급,30분이내
2264,6094429,국수말이,8599,8,86,비빔,일상,채소류,면/만두,오이소박이로 만드는 여름별미요리인 오이소박이 국수말이입니다.,[재료] 오이소박이| 소면 [양념] 참기름| 간장 1/2작은술,초급,15분이내
2265,6094434,애호박볶음,49582,15,1256,볶음,일상,채소류,밑반찬,여름에 먹는 대표 반찬 애호박볶음,[재료] 애호박 1개 [양념] 소금 1T| 대파 1/2개| 새우젓 1T| 다진마늘 1T| 들기름 2T| 물 50ml| 통깨 약간 ,초급,15분이내
2266,6095089,체리모히토,12941,10,342,기타,간식,과일류,차/음료/술,체리와 민트를 넣어 여름에 어울리는 시원한 모히토입니다.,[재료] 탄산수 1컵| 민트잎| 체리 적당량 [양념] 레몬즙 1큰술| 설탕 1/2작은술,초급,60분이내
2267,6098079,참치김밥,17738,5,273,기타,일상,쌀,밥/죽/떡,중독성 강한 매콤한 매운참치김밥입니다.,[재료] 참치 1캔| 김밥용김| 밥| 양파 1/2개| 청양고추 3개| 계란| 당근| 오이| 맛살 [참치양념] 고추장 1스푼| 물엿 1큰술| 설탕 1큰술| 후추 약간| 마늘| 청주 [밥양념] 참기름 약간 | 소금 약간 | 통깨 약간 ,초급,60분이내
2268,6100621,채소전,15294,3,127,부침,일상,채소류,디저트,비오는날 지글지글 모듬채소전입니다. ,[재료] 상추| 깻잎| 치커리 90g| 청양고추 3개| 홍고추 1개| 양파 1/2개| 밀가루 1+1/2컵| 찬물 1컵| 달걀 1개| 소금 약간,초급,30분이내
2269,6104801,콩국수,17590,7,215,삶기,일상,콩/견과류,면/만두,뚝딱! 10분만에 맛있는 콩국수 만드는 법을 소개합니다.,[재료] 두부 1/4모| 우유 1컵| 호두 4~5개 정도| 오이 약간 | 당근 약간| 토마토 1쪽 [양념] 깨소금 약간,초급,30분이내
2270,6106056,볶음밥,20653,6,349,볶음,일상,쌀,밥/죽/떡,호두가 들어가서 씹는맛이 좋은 토마토소스 볶음밥입니다.,[재료] 밥 1공기| 스파게티소스 3숟가락| 브로콜리| 당근| 양파| 줄줄이햄| 다진호두 약간| 치즈 1장,초급,30분이내
2271,6106205,연어볶음밥,10688,9,167,볶음,일상,가공식품류,밥/죽/떡,특별한 반찬 없이도 맛있게 먹을 수 있는 간편한 한그릇음식  고소한 연어볶음밥입니다.,[재료] 연어캔 1/2개| 양파 1/2개| 파프리카 조금씩| 달걀 1개| 밥 [양념] 올리브유 적당량 | 소금 약간 | 후추 약간 ,초급,15분이내
2272,6106267,인절미토스트,15610,10,297,굽기,일상,쌀,빵,주말에 간식으로 만들어 본 인절미토스트에요. 예전에 해피투게더 야간매점 메뉴로 나왔다가 열풍이 불었었죠. 그리고는 카페에서 인기메뉴들도 선보이고 있기도 하구요. 쫄깃한 인절미에 고소한 콩가루  그리고 달콤한 꿀까지 뿌려주어~ 한끼 식사는 물론 간식으로 그만이더라구요.,[재료] 인절미 6조각| 식빵 2장 [양념] 콩가루| 꿀 2~3큰술| 먀요네즈 1큰술,초급,15분이내
2273,6107458,단호박 샐러드와 샌드위치,17141,10,438,기타,일상,기타,디저트,단호박을 넣어 달콤하고 고소한 샌드위치입니다.,[재료] 단호박 1/4쪽| 식빵 4조각| 달걀 1개| 사과 1/2쪽| 오이 1/3쪽 [양념] 마요네즈 3큰술,초급,15분이내
2274,6107634,고등어강된장구이,12276,11,172,굽기,일상,해물류,메인반찬,강된장으로 만든 소스를 덧발라 짭쪼름 달콤한맛을 느낄수있는 강된장 생선구이입니다.,[재료] 고등어 1팩 [양념] 강된장 1큰술| 물엿 1큰술,초급,30분이내
2275,6108744,비트냉라면,11487,5,54,끓이기,일상,채소류,면/만두,간에 좋고 특히 여성에게 좋은 식품 비트. 라면 사리 하나로 만든 이색 건강 라면  비트 냉라면입니다.,[재료] 라면 사리 1개| 비트 1/2개| 두메부추 약간 [양념] 제피장아찌 간장 1큰술| 고추장 1/2큰술| 토마토소스 1큰술,초급,15분이내
2276,6108793,청양고추멸치볶음,25883,5,327,볶음,일상,건어물류,밑반찬,간만에 멸치볶음 한통 후딱 만들었어요. 이번에는 칼칼한 청양고추를 송송 썰어 넣어 볶았어요. 그런데 이외로 크게 맵지가 않아 더 좋았어요~ 땡초멸치볶음..여름반찬으로 강추입니다~,[재료] 가이리멸치 2컵| 청양고추 2개| 홍고추 1개| 통깨 2큰술 [양념] 카놀라유 2큰술| 물 4큰술| 올리고당 2큰술,초급,15분이내
2277,6109724,체리빙수,11552,9,113,기타,간식,과일류,디저트, 빙수기없이 만드는 제철인 체리 듬뿍 넣은 달콤새콤 시원한 체리빙수입니다.,[재료] 체리 20개정도| 우유얼음| 씨리얼| 초콜릿 약간 [양념] 빙수팥,초급,2시간이상
2278,6109926,햄달걀덮밥,20053,11,412,볶음,일상,가공식품류,밥/죽/떡,출출하다고 밥 겸  맥주 안주로 아들이랑 둘이 만들어 먹은 간단해도 맛있는 햄 달걀 덮밥을 소개해 봅니다^^,[재료] 스팸 1캔| 애호박 1/2개| 파프리카 1/4개 [양념] 소금 조금 | 후춧가루 조금| 굴소스 조금| 카놀라유 조금,초급,30분이내
2279,6114185,커피,9085,3,41,끓이기,간식,가공식품류,차/음료/술,끓이기 간편하고 낭만적인 터키 커피,[재료] 터키커피 1큰술 | 차즈베| 물 1컵 [양념] 설탕(선택),아무나,5분이내
2280,6114452,옥수수삶는법,44321,12,440,삶기,일상,곡류,기타,옥수수 맛있게 삶는 법을 알려드립니다.,[재료] 옥수수 6개 [양념] 물 12컵| 소금 1.5~2큰술| 신화당 1작은술,초급,30분이내
2281,6115562,요거트젤리,11611,11,255,기타,간식,과일류,디저트,상큼달콤 시원하면서 홈메이드 요거트가 들어가 건강에도 좋은 망고 요거트젤리입니다.,[재료] 망고 1/2개| 플레인요구르트 200ml| 판젤라틴 2장 [양념] 꿀 1/2큰술,중급,2시간이상
2282,6116885,낙지볶음,20563,9,295,볶음,일상,해물류,메인반찬,낙지 볶음  배고픈 아들을 위해 뚝딱~ 만들어봤어요~,[재료] 낙지 작은 것 2~3마리| 양파 1/2개| 파| 마늘| 생강| 미나리 약간 [양념] 고춧가루 1/2큰술| 고추장 1찻술| 효소 1+1/2큰술(소금간은 하지 마세요),초급,15분이내
2283,6119311,게살꽃게라면,37149,6,340,끓이기,일상,가공식품류,면/만두,여성들의 마음을 사로잡는 꽃게라면을 하나 소개할까합니다.,[재료] 우유 1+1/2그릇(국그릇 기준)| 꽃게라면 1봉지| 게살(게맛살)| 물 1+1/2그릇(국그릇 기준),초급,15분이내
2284,6123913,참치치즈토스트,22742,15,503,굽기,초스피드,밀가루,빵,오늘 소개할 요리는 참치 치즈 토스트입니다~~ 일반 토스트보다 무척 고급스러운 토스트에요~~,[재료] 식빵 2장| 참치 1/2캔| 체다치즈 2장| 파슬리가루 약간 [양념] 마요네즈 약간 | 케첩 약간,초급,15분이내
2285,6124781,체리비빔국수,4366,4,40,비빔,일상,과일류,면/만두,새콤달콤하니 아주 색다른 별미 체리비빔국수입니다.,[재료] 사과국수 150g| 적채 50g| 오이 1/2개| 삶은 달걀 1개| 체리 10개 [양념장] 고추장 2큰술| 매실청 2큰술| 고추가루 2큰술| 다진마늘 2작은술| 식초2 큰술| 들기름 2큰술| 통깨 1큰술,초급,30분이내
2286,6125477,깻잎샌드위치,13300,5,138,기타,간식,채소류,빵,아삭아삭 씹히는 깻잎 향이 좋은  우유 한 잔과 함께 먹으면 영양 가득 들어 있는 든든한 간식이 되는 깻잎 샌드위치입니다.,[재료] 식빵 2장| 햄 2장| 계란 1개| 치즈 1장| 상추 3장| 깻잎 3장| 소금| 올리브유 약간 [양념] 토마토케첩,아무나,15분이내
2287,6125588,떡빙수,6587,5,50,기타,간식,가공식품류,디저트,이번에는 이 무더운 여름에 제격인 음식!! 달콤한맛이 일품인 떡빙수 요리레시피를 들고 왔답니다.,[재료] 팥| 얼린우유| 연유| 과일| 견과류| 팥빙수떡,초급,30분이내
2288,6126272,새싹비빔국수,50386,10,668,비빔,일상,채소류,면/만두,여름철 더위로 인해 피로한 분들을 위한 비타민 듬뿍 새싹채소. 각종 비타민  미네랄  단백질  필수영양소가 많이 함유되어 있는 새싹채소를 이용해서 입맛 뚝 떨어지고 피곤할 때 매콤하게 후루룩 먹을 수있는 새싹비빔국수입니다.,[재료] 소면 100g| 새싹 적당량 [양념] 다진마늘 1/3숟갈| 고추장 2+1/2숟갈| 간장 1/2숟갈| 자몽식초 2숟갈| 깨소금 1/2숟갈| 아마씨유 1숟갈| 후추 약간,초급,10분이내
2289,6127844,뚝배기불고기,28644,7,485,끓이기,일상,육류,메인반찬,이열치열 뚝배기 불고기 뚝불을 준비해 봤어요~ 찬 음식을 즐겨 먹었다면 가끔은 뜨끈한 음식으로 속을 달래주는게 좋지요.,[재료] 소불고기양념한것| 당면| 팽이버섯| 쑥갓| 대추 [양념] 다시마 우려낸 물 1컵| 후추 조금,초급,30분이내
2290,6127992,오징어볶음,9954,4,265,볶음,일상,해물류,메인반찬,스테이크 소스가 들어간 색다른 오징어볶음입니다.,[재료] 오징어 1마리| 양파 1/2개 [양념] 굴소스 1큰술| 스테이크소스 3큰술| 케찹 1큰술| 맛술 1큰술| 매실청 1큰술| 다진마늘 1큰술| 후추 약간,초급,30분이내
2291,6128650,유부볶음우동,19630,9,736,볶음,일상,밀가루,면/만두,쫄깃한 우동과 유부  그리고 부추 향이 어우러져 너무 맛있는 한그릇요리가 되었답니다. 유부볶음우동 간편 레시피를 소개해 드릴게요~,[재료] 우동사리 1인분| 부추 약간| 유부 6장| 양파 약간| 통마늘 3개| 고추기름 1큰술| 참깨 약간 [볶음소스] 고추장 1/2큰술| 굴소스 1큰술| 다진마늘 1/2작은술| 올리고당 1큰술| 참기름 1큰술| 맛술 1작은술,초급,30분이내
2292,6130786,치즈짜장밥,8728,8,95,굽기,일상,쌀,밥/죽/떡,평범한 짜장을 특별하게 먹을 수 있는 치즈 짜장밥입니다.,[재료] 밥| 피자치즈| 달걀 [양념] 짜장소스 적당히 ,초급,30분이내
2293,6133118,훈제닭가슴살샐러드,9701,5,106,기타,간식,과일류,샐러드,상큼하게 파인드레싱을 솔솔 뿌려먹는 훈제닭가슴살파인샐러드 만들어볼게요~,[재료] 적배추 1/4포기| 훈제순닭가슴살 1캔| 파인애플 1/2캔| 요플레 100g| 새싹 약간,아무나,10분이내
2294,6133122,체리요거트젤리,8314,10,193,기타,간식,과일류,디저트,체리를 이용한 여름디저트인 상큼달큼 체리요거트젤리입니다.,[재료] 체리 10개| 플레인 요구르트 200ml| 판젤라틴 2장 [양념] 꿀 1/2큰술,중급,2시간이상
2295,6133124,연어토스트,5130,4,40,굽기,초스피드,밀가루,빵,오늘은 간단한 브런치를 소개할까 합니다~~ 바쁜 아침시간.... 그래도 아침을 거르면 안돼요~~ 20분이면 만들 수 있답니다.,[재료] 식빵 2장| 연어칠리 1캔| 달걀 2개| 베이컨 3장| 블루베리잼 약간| 데친브로콜리 약간,초급,30분이내
2296,6133431,옥수수치즈오븐구이,27877,9,520,굽기,일상,가공식품류,메인반찬,별다른 재료 없이도 옥수수와 치즈만 있으면 아이들이 좋아할만한 간식을 만들 수 있는 옥수수 치즈 오븐구이입니다.,[재료] 옥수수| 캔옥수수| 맛살| 청양고추| 피자치즈 [양념] 요거트 조금 | 소금 조금 | 후추 조금 | 올리브오일 조금 ,초급,30분이내
2297,6134748,팥빙수,10307,4,49,기타,일상,곡류,디저트,여름에 시원하게 즐기는 팥빙수입니다.,[재료] 얼음| 후르츠칵테일| 우유 1/4컵| 팥조림 30g| 찹쌀떡 10g| 체리 약간 [양념] 연유 1큰술| 딸기시럽 1큰술,아무나,15분이내
2298,6137826,소시지샌드위치,19696,6,143,기타,간식,밀가루,빵,오늘은 냉장고에 있는 야채들로 뉴욕 핫도그를 만들어 볼건데요~ 일명 소시지빵이죠~~ 집에서도 간단히 해 먹을 수 있는데 밖에서 먹으면 가격도 만만치가 않죠? 집에서 손쉽게 만들어 보세요~~,[재료] 핫도그빵| 소시지| 양배추| 적채| 빨간파프리카| 적근대| 토마토 [양념] 스위트머스터드소스| 케찹,초급,30분이내
2299,6138523,콩국수,23610,7,110,삶기,일상,콩/견과류,면/만두,여름 별미로 시원하고 고소하게 콩국수 만드는 법을 소개해 봅니다. 콩만 불리면 초 스피드로 만들 수 있는 콩국수 맛있게 만드는 법을 알려 드릴게요,[재료] 콩 150g| 소면 200g| 오이 1/2개| 달걀| 토마토 [양념] 물 860ml| 소금 5g| 통깨 조금| 토마토 조금,초급,30분이내
2300,6138963,잣콩국수,12018,9,289,끓이기,초스피드,콩/견과류,면/만두,간단하게 만들어 먹을 수 있는 여름 별미  고소함이 가득한 잣콩국수입니다.,[재료] 잣 5큰술| 우유 500ml| 두부 1/2모| 소금 약간| 오이 약간| 삶은 달걀,초급,10분이내
2301,6139138,팽이버섯파전,18385,5,115,부침,술안주,채소류,디저트,남은 야채들을 이용안 간단 야채전입니다.,[재료] 실파| 양파| 팽이버섯| 부침가루| 카놀라유 적당량  [양념] 소금,초급,30분이내
2302,6140444,식빵러스크,17489,9,183,굽기,초스피드,밀가루,과자,재료도 착하고 주말 아이들 간식으로 딱 좋은 식빵 러스크입니다.,[재료] 식빵 [양념] 버터| 설탕| 시나몬가루,초급,15분이내
2303,6141443,닭고기냉채,31896,16,663,무침,일상,닭고기,샐러드,톡쏘는 겨자소스를 곁들여 입맛을 돋구어 주는 닭고기냉채를 만들어볼게요~,[재료] 닭고기살| 파프리카| 오이 1/2개| 양파 1/2개 [소스] 연겨자| 간장| 식초| 다진마늘| 매실청| 소금| 물,초급,15분이내
2304,6141608,두릅쌈밥,13295,6,77,기타,도시락,채소류,밥/죽/떡,한여름에 먹는 개두릅 도시락 쌈밥 여름에도 싱그런 개두릅을~,[재료] 냉동개두릅| 밥 1+1/2공기| 소금 약간 | 들기름 약간| 검정깨 약간| 수박| 미트볼,아무나,30분이내
2305,6143697,부추감자전,27187,6,478,부침,일상,채소류,디저트,부엌으로 나가 냉장고를 뒤져보니 며칠 전 사 두었던 부추가 눈에 띄어 초록빛 담은 쫀득한 감자전을 만들어 주었습니다.,[재료] 감자 1개| 붉은 고추 2개| 밀가루 3숟가락| 부추 1줌| 콩기름 약간 [양념] 소금 약간 ,초급,15분이내
2306,6144050,방울토마토마리네이드,24754,6,307,비빔,다이어트,채소류,양념/소스/잼,다이어트에 좋은 견과류넣은 방울토마토 샐러드입니다.,[재료] 방울토마토 30개| 양파 1/2개| 파프리카 약간| 어린잎채소| 아몬드 [양념] 발사믹식초| 올리브유| 소금| 후추 약간 | 올리고당| 건바질,초급,15분이내
2307,6146695,깔루아밀크,35083,4,252,기타,초스피드,달걀/유제품,차/음료/술,술은 거의 마시지 않으면서 커피 매니아들이 좋아하는 칵테일  깔루아밀크입니다.,[재료] 에스프레소 60ml| 우유 100ml| 깔루아 2큰술(30ml)| 얼음 6조각| 시나몬가루(없으면생략),초급,5분이내
2308,6148038,김치볶음밥,25369,6,234,볶음,일상,쌀,밥/죽/떡,잘 익은 배추김치로 만든 김치볶음밥,[재료] 배추김치| 양파| 돼지고기| 실파 [양념] 고추장(또는양념고추장),초급,30분이내
2309,6149146,두유푸딩,11967,6,197,끓이기,일상,달걀/유제품,디저트,탱글탱글하니 두유와 젤라틴만 있으면 만들기 쉬운 건강 디저트  두유푸딩입니다.,[재료] 두유 1팩(190ml)| 젤라틴가루 6g| 물 15g| 설탕 1T| 견과류 약간| 푸딩용기,초급,15분이내
2310,6149228,콩국수,17393,5,99,삶기,일상,콩/견과류,면/만두,콩국수를 만드는 방법은 다 아시겠지만 콩을 잘 삶아야 고소한 맛이 나지요. 여름이 아니라도 자주 드시면 좋은 콩국수 레시피를 소개합니다~!,[재료] 메주콩| 소면| 명월초| 천도복숭아,초급,30분이내
2311,6151841,봉골레라면,11245,5,102,끓이기,일상,해물류,면/만두,바지락조개를 넣어 국물맛이 굉장히 깔끔하고 담백합니다. 국물 맛이 끝내줍니다. 후루룩 후루룩 ,[재료] 라면 사리 1개| 바지락 1컵| 된장 1/2큰술| 채소(명월초잎),아무나,15분이내
2312,6153287,어묵볶음,9989,4,133,볶음,일상,가공식품류,밑반찬,고추장으로 만든 매콤 어묵볶음,[재료] 어묵 2줌| 양파채 2줌| 통깨 약간 [양념] 고추장 1스푼| 간장 0.5스푼| 설탕 0.7스푼| 청주 1스푼| 물 1/3컵,아무나,15분이내
2313,6153430,들깨 제육덮밥과 열무물김치,5627,6,56,기타,영양식,기타,밥/죽/떡,여름 보양식 들깨제육덮밥과 수삼으로 만든 열무물김치,[재료] 돼지고기 300g| 마른가지 20g| 양파 1개| 청홍피망 1/2개| 청량초 2개| 열무 2단| 보리가루 3큰술| 적양파 1개| 청량초 2개| 붉은고추 2개| 수삼 3뿌리 [양념] 들깨가루 3큰술| 깻잎| 대파 약간 [연육제] 배 1/4쪽| 양파 1/2개| 자두 2개 [연육제 양념] 고추장 3큰술| 고추가루 3큰술| 후추 약간| 참기름| 깨소금 약간| 마늘| 소금,중급,60분이내
2314,6155500,잔치국수,21716,7,163,끓이기,일상,밀가루,면/만두,입맛없을때 먹기좋은 잔치국수 한그릇,[재료] 중면| 국수| 부추| 양파| 어묵| 김치| 애호박 [육수] 새우| 멸치 [양념] 액젓| 참기름 약간,초급,30분이내
2315,6158435,메밀국수,21170,8,391,비빔,일상,쌀,면/만두,제철에 나는 과일을 이용하여 만든 메밀국수,[재료] 메밀국수 2인분| 사과 1/2개| 복숭아 1개| 자주 2개| 오이 1/4개| 깻잎 3장| 상추 3장| 적채 약간| 달걀 1개 [양념] 고추장 3큰술| 2배 식초 2큰술| 고추가루 1큰술| 깨소금 약간 | 참기름 약간 | 마늘 약간,아무나,30분이내
2316,6158469,아로니아빙수,9386,7,108,기타,간식,달걀/유제품,디저트,빙수기가 없어도  마땅한 재료가 없어도  설탕 하나 없어도  맛좋은 건강한 빙수 만들기!,[재료] 아로니아 1/2컵 | 우유 [양념] 설탕 1/2컵 | 물 4큰술,초급,15분이내
2317,6160645,가족의 건강을 위한 행복한 시골 밥상,33931,7,193,기타,일상,기타,메인반찬,어릴 때 시골에서 엄마가 해 주던 맛있게 먹었던 음식.,[고구마줄기볶음재료] 고구마줄기| 양파 1/2개| 붉은 피망 1/4개| 노랑 피망 1/4개| 조갯살 [박나물] 박 1/2개| 청량초 2개| 홍초 1개 [호박잎과두부강된장] 멸치 육수 1/2컵| 된장 1큰술| 고추가루 1큰술| 청량초 2개| 홍초 1개| 마늘| 고구마줄기 약간 [고구마줄기볶음양념] 마늘| 올리브유 약간| 멸치액젓 3큰술| 깨소금| 참기름 약간 [박나물 양념재료] 멸치액젓 2큰술| 마늘| 올리브유| 깨소금 약간| 참기름 약간,초급,60분이내
2318,6161301,망고바나나쉐이크,17617,9,309,기타,간식,가공식품류,차/음료/술,망고를 넣어 달콤하고 향이 좋은 망고 바나바쉐이크입니다.,[재료] 망고 1캔| 얼린바나나| 우유 200ml,아무나,10분이내
2319,6166702,고등어덮밥,10798,5,75,굽기,일상,해물류,밥/죽/떡,고등어를 소금에 절인 후 레몬과 미림으로 마리네이드 하고 오븐에 구워서 밥 위에 올려서 맛난 덮밥 만들어 보아요. 든든한 한 끼 식사예요.,[재료] 고등어 1마리| 숙주 1줌| 레몬 1/2개| 절임용 소금 2큰술| 밀가루| 달걀| 빵가루| 생강 채썬 것 1큰술| 버섯 약간| 녹말 1큰술 [양념] 물 3~4컵| 적포도주 3큰술| 미림 1큰술| 간장 2큰술| 생강 1톨| 마늘 2개 | 대파 1/3개| 양파 1/3개| 아로니아 1큰술(옵션),초급,60분이내
2320,6171085,자색고구마로 맛을 낸 주말 아침밥상,13760,4,40,기타,일상,기타,밥/죽/떡,고구마는 알칼리성 식품으로 우리 몸의 산성화를 막고 비타민  무기질  식이섬유가 많습니다. 특히 속까지 보라색을 띠는 ‘자색 고구마’는 안토시아닌이 풍부해 노화를 막고 암 예방에도 좋은 것으로 알려져 갈수록 관심이 커지고 있습니다.,[자색 고구마밥재료] 자색 고구마 2개| 쌀 4인분| 소금 약간 [자색고구마 간장생채] 여린 배추 1줌| 자색 고구마 1개 [새송이 버섯 전] 새송이 버섯 13개| 밀가루 3~4숟가락| 계란 2개| 소금| 올리브유 약간 [자색고구마간장생채 양념] 간장 2숟가락| 식초 1숟가락| 깨소금 약간| 참기름 약간| 마늘 약간,초급,60분이내
2321,6176111,애호박두부젓국찌개,23247,7,367,끓이기,일상,채소류,찌개,애호박이랑 두부 넣고 해호박 두부젓국찌개 만들기 해봤어요,[재료] 애호박| 두부| 새우젓 2스푼 | 대파| 멸치,아무나,30분이내
2322,6176900,양파참치볶음밥,20462,8,440,볶음,일상,쌀,밥/죽/떡, 집에 있는 재료인 양파와 참치캔으로 양파참치볶음밥 만들어 먹었어요~~,[재료] 밥 1공기| 참치캔 100g| 양파 1/4개| 마늘 2톨 [양념] 소금 약간 | 후추 약간 ,초급,15분이내
2323,6180014,생선완자탕,18033,11,414,끓이기,일상,해물류,국/탕,아기보양탕 생선완자탕!,[재료] 대구살 100g| 당근| 애호박| 무| 계란 흰자 1/2개| 감자전분 1작은수저 (녹말가루로 대체가능 )| 다시마 1~2장| 무 100g,초급,30분이내
2324,6186426,립스테이크,6056,3,44,굽기,손님접대,육류,양식,송아지고기로 만들어 어찌나 부드러운지 입안에서 살살 녹아요~,[재료] 립스테이크 호주산 송아지고기 500g(2개)| 올리브오일 2큰술| 쥬키니호박 1/3개| 가지 1개| 방울토마토 [립스테이크 밑간용 양념] 올리브오일 4큰술| 허브솔트| 로즈마리 [소스] 시판 데미글라스소스 290g(1캔)| 레드와인 1컵| 생크림 4큰술| 건블루베리 25g| 건포도 25g| 건크랜베리 25g| 머스타드소스 1큰술,중급,30분이내
2325,6188439,멘치카츠,5967,3,46,기타,간식,가공식품류,기타,일본식으로 만든 우리가족 건강 밥상,[재료] 감자 1개| 하이생골드 2포| 다진 돼지고기 150g| 청주| 다진마늘| 간장| 설탕| 참기름| 버터| 생크림 1T | 양파 1/2개| 빵가루| 밀가루| 계란 1개| 오트밀| 하이생 5포| 아몬드| 캐슈넛| 호박씨| 해바라기씨| 호두| 건과일 [양념] 메이플시럽| 포도씨유 적당량 | 버터| 사과 1/4개| 당근 1/8개 | 마늘 1쪽 | 식초 1/2숟가락| 양파 1/4개 | 간장 1/4숟가락| 설탕 1숟가락| 식물성 기름 약간 ,신의경지,30분이내
